query,report,institute,category
kekerasan,"Bersama ini kami laporkan, sehubungan dengan terjadinya aksi kekerasan (penembakan) pada tanggal 15 Maret 2016, terhadap 4 karyawan PT. Modern Widya Technical yang sedang mengerjakan pembangunan jalan di Kampung Agenggeng, Distrik Sinak, kabupaten puncak, Papua yang mengakibatkan meninggalnya 3 orang karyawan tersebut.

Dengan telah terjadinya aksi kekerasan (penembakan) di DIstrik Sinak, Kab Puncak, Papua, tanggal 15 Maret 2016 tersebut, menjadi kesekian kalinya aksi kekerasan yang telah dialami anggota AKI (sebelumnya juga terjadi di Pulau Nias tahun 2008 yang mengakibatkan kontraktor harus hengkang tidak bisa menyelesaikan pekerjaannya akibat gangguan keamanan yang sangat parah di proyek tersebut), telah merusak komitmen bersama para stakeholder pembangunan infrastruktur di Indonesia. 

Anggota kami PT Modern Widya Tehnical jelas-jelas sedang bekerja membangun infrastruktur di daerah pedalaman, dengan meninggalkan anak dan istri di kampung halaman asal mereka namun pada akhirnya mereka harus pulang tinggal nama, akibat ditembak harus meninggal oleh kelompok sipil bersenjata di Kabupaten Puncak, Papua.

Kejadian ini sangat mengangetkan AKI, disaat semua pihak dituntut berkomitmen penuh membangun infrastruktur, sementara ada pihak yang sengaja menganggu jalannya pembangunan di daerah. Sekali lagi AKI dan anggotanya tetap berkomitmen untuk membangun infrastruktur di manapun, namun kami butuh kepastian hukum dan keselamatan jiwa di tempat kami bekerja.

Untuk itu, mohon perlindungan kepada pemerintah atas keselamatan dan keamanan jiwa anggota AKI yang bekerja di daerah rawan keamanan.",Kementerian Pekerjaan Umum dan Perumahan Rakyat,  Ketenagakerjaan
kekerasan,"Saya Mustangin ingin mempertanyakan permasalahan saya tentang E KTP. Saya sebagai warga negara yang berusaha untuk tertib administrasi kenapa malah seolah di persulit. Saya membuat melakukan perubahan data dari lajang menjadi menikah berikut istri saya. tapi sudah setahun belum jadi, tepat ketika istri saya hamil 7 bulan saya tanyakan kembali ke capil BANJARNEGARA, jawaban mereka katanya datanya ilang. Lalu saya dikasih surat untuk di berikan ke kecamatan SUSUKAN. disana jawabanya menyalahkan Capil. 

Akhirnya saya masih bersabar membuat proses dari awal lagi. 2 bulan kemudian saya datangi lagi ke kecamaptan akhirnya data diproses dan di situ tertulis KTP bisa di ambil tanggal 28 Feb 2016. oke saya masih bersabar lagi. akhirnya saya kembali ke jakarta dengan harapan bisa saya ambil tgl itu. tanggal 1 maret saya suruh adik saya untuk mengambil di kecapatan SUSUKAN tapi petugasnya bilang dia mau ke CAPIL untuk ambil KTP yang sudah jadi dan adik saya disuruh datang lagi besoknya. 

Keesokan harinya adik saya datang lagi dengan jawaban yang mengecewakan katanya Ktp nya sudah diambil pegawai DESA, akhirnya adik saya ke balai desa dan jawaban petugas Desa KEDAWUNG mengejutkan karena mereka tidak pernah menggambil KTP saya dan istri saya. akhirnya Barusan tgl 7 maret 2016 Adik dan Paman saya ke kecamatan untuk menyampaikan bahwa di desa tidak ada KTPnya. pihak kecamatan malah menyuruh untuk membuat surat kehilangan dan membuat dari awal lagi. mohon untuk penjelasanya dikarenakan Pajak kendaraan saya sudah 

Telat berikut platnya mati jadi kebutuhan KTP sangat penting dan juga karena tugas Istri saya di Kementrian Sosial sangat memerlukan KTP untuk bukti pendampingan korban tindak kekerasan ketika dia pergi keluar daerah. Sudah setahun kami bersabar mohon saya hanya orang yang ingin tertib administrasi. Mustangin",Kementerian Dalam Negeri,  Administrasi Kependudukan
kekerasan,"mohon kepada KOMISI PERLINDUNGAN ANAK INDODESIA ditindak lanjuti kedaerah SIBOLGA ??? laporan orang tua murid atas nama : Yasiduhu Jendrato bahwa adanya Kekerasan dalam pendidikan disekolah SMP Neg. 5 Parombunan Sibolga. Nama : Kurnia Darma yanti Jendrato Kls XII-1SMP Neg. 5 Parombunan sibolga telah dipukul berulang kali kakinya oleh oknum guru bernama pak bambang , sejak hari Kamis, Jumat, Saptu hingga jatuh pingsan dan sakit, kakinya memar hingga tidak bisa jalan hingga kini dan telah dilapor kepolres sibolga sudah kurang lebih 2 minggu belum ada proses hukumnya dan titik hukum yang jelas pada pelaku, apa mungkin siguru kebal hukum,,,,,,

Mengingat:
Kekerasan dalam pendidikan sangat bertentangan dengan:
1. Pasal 3 Undang-Undang Republik Indonesia Nomor 20 tahun 2003 tentang Sistem Pendidikan Nasional, “fungsi pendidikan nasional untuk mengembangkan kemampuan dan membentuk watak serta peradaban bangsa yang bermartabat dalam rangka mencerdaskan kehidupan bangsa, bertujuan untuk berkembangnya potensi peserta didik agar menjadi manusia yang beriman dan bertakwa kepada Tuhan Yang Maha Esa, berakhlak mulia, sehat, berilmu, cakap, kreatif, mandiri, dan menjadi warga negara yang demokratis serta bertanggung jawab”.

2. pasal 4 ayat 1 yang menyatakan bahwa pendidikan diselenggarakan secara demikratis dan berkeadilan serta tidak diskriminatif dengan menjunjung tinggi hak asasi manusia, nilai keagamaan, nilai kultural dan kemajemukkan bangsa (UU Sisdiknas)

3. Tentang kekerasan fisik, pada pasal 80 UU Nomor 23 Tahun 2002 Tentang Perlindungan Anak dinyatakan sebagai berikut:
(1) Setiap orang yang melakukan kekejaman, kekerasan atau ancaman kekerasan, atau penganiayaan terhadap anak, dipidana dengan pidana penjara paling lama 3 (tiga) tahun 6 (enam) bulan dan/atau denda paling banyak Rp 72.000.000,00 (tujuh puluh dua juta rupiah).

(2) Dalam hal anak sebagaimana dimaksud dalam ayat (1) luka berat, maka pelaku dipidana dengan pidana penjara paling lama 5 (lima) tahun dan/atau denda paling banyak Rp 100.000.000,00 (seratus juta rupiah).
(3) Dalam hal anak sebagaimana dimaksud dalam ayat (2) mati, maka pelaku dipidana dengan pidana penjara paling lama 10 (sepuluh) tahun dan/atau denda paling banyak Rp 200.000.000,00 (dua ratus juta rupiah).
(4) Pidana ditambah sepertiga dari ketentuan sebagaimana dimaksud dalam ayat (1), ayat (2), dan ayat (3) apabila yang melakukan penganiayaan tersebut orang tuanya.

(UU Perlindungan Anak)
Pasal 54
“Anak di dalam dan di lingkungan sekolah wajib dilindungi dari tindakan kekerasan yang dilakukan oleh guru, pengelola sekolah atau teman-temannya di dalam sekolah yang bersangkutan, atau lembaga pendidikan lainnya.” Tindakan kekerasan dengan bungkus pendidikan juga dapat mengakibatkan pelaku dikenai tindak pidana, sebagaimana disebutkan dalam pasal 80 UU. No. 23 tahun 2002.

pasal 351 penganiayaan",Kementerian Sosial,  Topik Lainnya
kekerasan,"Sebaiknya KPI harus lebih ketat dlm pengawasan penayangan hiburan ditelevisi dan Lembaga Sensor Film tidak begitu mudah memberi ijin tayang sinetron dan film yang ada unsur kekerasan, sikap kasar yg pantas ditonton apalagi oleh anak2 sehingga bisa membentuk jiwa yg radikal bagi mereka!",Lembaga Sensor Film,  Teknologi Informasi dan Komunikasi
kekerasan,"Saya hendak melaporkan pelanggaran isi konten mengenai kepatutan iklan dari sebuah aplikasi Android bernama BaBe (Baca Berita). Babe memperbarui konten untuk menarik pembaca dengan menampilak berita-berita berbau pornografi dan kekerasan seksual. Hal ini sangat menganggu dan memprihatinkan. Maka dari itu, mohon Kementerian Komunikasi dan Informatika untuk mengontrol dan menindaklanjuti berbagai media berbasis online seperti Babe. Saya prihatin hal ini akan memberikan dampak negatif terhadap perkembangan anak-anak bangsa. 
",Direktorat Jenderal Aplikasi Informatika,  Teknologi Informasi dan Komunikasi
kekerasan,"Mohon untuk meningkatkan Pengamanan Gangguan Masyarakat di wilayah Kota Cirebon dan Kabupaten Cirebon karena maraknya kejahatan jalanan di wilayah tersebut terutama aksi anarkis dari Geng Motor dan Pencurian dengan Kekerasan / Begal, kami mengharapkan terciptanya rasa aman dan hilangnya kekhawatiran atas aksi aksi kejahatan sebagaimana tersebut. ",Polres Cirebon,  Kepolisian
kekerasan,"Mohon sterilkan kawasan asia afrika dari pengamen

Yth: Dinas Sosial Kota Bandung

Saya mengeluhkan adanya pengamen yang berkeliaran di sekitar jalan asia afrika. Masalahnya, mereka mengamen dengan memaksa pengunjung untuk memberikan uang. Meskipun memaksanya tidak dengan kekerasan, tapi dengan mengacuhkan permohonan ""permisi"" dari pengunjung, hal ini sungguh sangat mengganggu. Kejadian ini terjadi kemarin siang ketika saya dan teman saya sedang mengerjakan tugas membuat film pendek di sekitar museum KAA. ketika saya baru mulai syuting, datang seorang pengamen dengan tangan penuh tatto dan berpenampilan seperti preman. Merasa terganggu, saya dan teman saya mengucapkan ""permisi"" berharap agar pengamen itu pergi. berkali kali kami ucapkan permisi, tak membuat pengamen pergi. akhirnya, kami pun pergi ke tempat lain untuk mencari tempat yang lebih baik. sayangnya, sang pengamen bukan nya mengerti, tetapi dia mengejar saya dan teman-teman saya sambil meneriaki dan memaki - maki. untung ada satpam yang sedang berjaga, sehingga kami merasa aman diam di dekat satpam. 

Dari cerita yang telah saya ceritakan tadi, saya ingin menyampaikan jika lebih baik, pengamen di sterilkan saja di daerah asia afrika. karena, dari apa yang telah terjadi antara saya dan teman saya, sungguh membuat kami takut dan tidak ingin pergi kesana. wilayah museum kaa adalah tempat wisata paling baik di Bandung. sehingga, pengamen yang berkuasa di lingkungan jalan asia afrika, harus di sterilkan. jika tidak dapat di sterilkan, mohon untuk di tertibkan atau, diberikan penjagaan oleh satpol pp dan polisi seperti di sekitar alun alun Bandung. karena, hal ini sangat mengganggu pengunjung. 

Mohon ditindaklanjuti. Terima kasih ",Dinas Sosial dan Penanggulangan Kemiskinan Kota Bandung,  Keamanan dan Ketertiban Masyarakat
kekerasan,"Kami melaporkan adanya kasus yang menimpa Delapan (8) Pekerja Indonesia di Luar Negeri, yang bekerja sebagai anak buah kapal (ABK) di kapal penangkap ikan berbendera China. Mereka dipekerjakan di atas kapal longxing 621, longxing 626, dan longxing 627 di perairan internasional. Negara/Pelabuhan terdekat untuk kapal sandar adalah Cape Town, Afrika Selatan. kedelapan ABK WNI tersebut mengaku dipekerjakan secara tidak manusiawi. Kerap dipukul, diludahi ketika sedang makan, kerja 18-20 jam perhari tanpa ada hari libur, sakit tidak diobati secara maksimal, tidak jelas kapan waktu sandar ke darat, dan ada indikasi pemalsuan dokumen buku pelaut. Akibat dari hal tersebut diatas, para ABK menghubungi pihak perusahaan pengirim di Indonesia untuk minta dipulangkan ke Indonesia, karena sudah tidak kuat lagi diperlakukan seperti hal tersebut diatas oleh kapten dan mandor di kapal yang berasal dari negara China. 

Setelah para ABK dipulangkan ke Indonesia, mereka menyatakan telah dirugikan haknya oleh pihak perusahaan. Adapun kerugian yang diderita oleh para ABK diantaranya; Biaya tiket pesawat kepulangan dari Cape Town ke Indonesia ditanggung oleh ABK, Uang Jaminan sebesar 800 Dollar Amerika belum/tidak diberikan dan Uang Simpanan gaji sebesar 100 Dollar perbulan juga belum/ tidak diberikan oleh pihak perusahaan. Adapun alasan dari pihak perusahaan pengirim, yakni PT. Lakemba Perkasa Bahari (LPB) menyatakan, bahwa para pekerja/ABK dianggap telah melanggar perjanjian kerja/kontrak kerja yang sebelumnya telah disepakati antara pihak perusahaan dengan pihak pekerja, yakni selama dua (2) tahun. 

Jadi, pihak perusahaan tidak dapat memberikan uang tersebut dan membiayai tiket pesawat kepulangan mereka ke Indonesia. Menanggapi pernyataan dari pihak perusahaan, para pekerja/ABK menjawab, ""Jika kami (8 orang) dipekerjakan secara layak/manusiawi sesuai dengan jam kerja buruh pada umumnya dan tidak mendapatkan kekerasan fisik serta jaminan pengobatan jika sakit dan makanan yang higienis, kami tidak akan minta pulang. Sudah kerja 20 jam sehari, kerap disiksa, diludahi, makan tak layak, dan tidak ada hari libur. Masa 13 bulan kerja, pulang tidak bawa uang malah dianggap punya hutang oleh pihak perusahaan?."" ujar para korban. Para ABK didampingi kuasa hukumnya telah mengadukan perkara ini kepada Badan Nasional Penempatan dan Perlindungan Tenaga Kerja Indonesia (BNP2TKI) dan kepada Direktorat Perlindungan Warga Negara Indonesia dan Badan Hukum Indonesia, Kementrian Luar Negeri (Dit. PWNI & BHI, Kemlu). Untuk diketahui, bahwa perkara ini tengah dalam proses mediasi di ruang crisis center BNP2TKI. Mediasi pertama sudah dilakukan dan belum menemukan titik temu/solusi. Mediasi lanjutan akan digelar kembali pada hari Senin, (3/11) di tempat yang sama (CC BNP2TKI). Para korban berharap, semua instansi pemerintah terkait permasalahan ini bisa serius dalam menangani dan menyelesaikan sengketa ini. .",Badan Pelindungan Pekerja Migran Indonesia,  Ketenagakerjaan
kekerasan,"sebelah rumah saya usaha catering sudah 3 tahun lebih. status tanah bangunan sewa. tidak pernah minta ijin tetangga dan ilegal (tidak ada ijin usaha). aktivitas bongkar muat, masak dlsb sangat menggangggu terutama pada jam istirahat malam antara jam 9 malam sd jam 5 pagi. saya sering tegur tapi mereka hanya pegawai saja, sementara pemiliknya tidak tinggal di situ. Untuk mencegah kekerasan dan keributan krn saya emosi, pernah jam 1 malam  sy panggil polisi dan kapolsek juga datang, tapi krn pemilik merasa dekat dgn aparat, kejadian ini terus berulang. surat yg saya kirim kpd satpol PP bandung juga tidak ada solusi nyata. krn staff satpol PP ketika saya datangi menyebut nama dan kenal dgn keluarga pengusaha tsb",Satuan Polisi Pamong Praja Kota Bandung,  Reformasi Birokrasi dan Tata Kelola
kekerasan,"Yth. Pemprov. DKI Jakarta LAPOR! diharapkan perhatian dan tindaklanjutnya atas adanya indikasi perilaku semena-mena yang dilakukan oleh sejumlah oknum RT02/04 Menteng Dalam, Jakarta Selatan 12870 terhadap tamu warga pendatang/ kos2an dengan kekerasan dan merusak kendaraan tamu & anak kos. Terimakasih",Biro Tata Pemerintahan,  Penyalahgunaan Wewenang
kekerasan,"Yth. Direktorat Jenderal Hak Asasi Manusia, PULIHKAN DAN KEMBALIKAN KAMPUNG BARU SIDOMUKTI – PADANG HALABAN PADA MASYARAKAT KORBAN KTPHS

Lebih dari 45 tahun yang lalu masyarakat korban yang terorganisir dalam KTPHS mengalami beragam bentuk kekerasan baik penculikan, pembunuhan  (extra judicial killing), intimidasi dan teror, penahanan sewenang-wenang tanpa prosedur hukum, perkosaaan, dan kerja paksa yang terjadi setelah peristiwa tragedi 1965.  Kekerasan tersebut kemudian di ikuti dengan pengusiran paksa dari tanah, diikuti  perampasan  tanah dan rumah tanpa ganti rugi oleh PT. Plantagen AG yang kemudian menjadi PT. SMART TBK pada sekitar 1968-1970.

Pada peristiwa di masa Orde Baru tersebut 6 desa dihilangkan, 3.000 Ha tanah dirampas dan  masyarakat diusir paksa dari rumah dan tanahnya. Hal ini telah menyebabkan desa yang tersisa mengecil wilayahnya. Hilangnya mata pencaharian, hancurnya subsistensi, keluarga yang terpisah, munculnya pekerja anak, hilangnya hak atas pendidikan dasar, serta stigma PKI yang mengakar kuat adalah sedikit dari banyak dampak yang dialami korban dan keluarganya hingga tahun 2000-an. Traumatik akibat peristiwa tersebut masih mengakar kuat pada korban dan keluarga korban hingga kini 

Upaya klaim hak yang didorong sejak 1998 dilumpuhkan oleh Rezim Reformasi. Perlawanan dan gugatan KTPHS ke berbagai lembaga pemerintah justru berbuah perpanjangan HGU PT. SMART TBK pada 2004, meskipun HGU tersebut baru mati pada tahun 2024, namun langsung di perpanjang 2 kali menjadi tahun 2084. Reklaiming masyarakat terhadap tanah tersebut dilakukan untuk kedua kalinya pada 2009 dengan menduduki 83 Ha lahan selama hampir 7 tahun hingga kini.
Beragam bentuk kekerasan lanjutan dialami masyarakat selama masa reclaiming, stigma “orang reformasi” menyebabkan komunitas di KTPHS dikucilkan, tidak memiliki akses terhadap layanan social dasar, mengalami beragam intimidasi dan teror dari perusahaan, kepolisian, maupun aparat Pemkab. Labura mulai dari tingkat Kabupaten hingga Desa. Pada tahun 2012, 60 orang petani ditangkap, 10 orang diantaranya dikriminalkan dan hanya dianggab sebagai criminal biasa, 1 orang anak tertembak tanpa pernah ada pengakuan dari pihak kepolisian. KTPHS juga didiskriminasi berupa  eksklusi (tidak dilibatkan) dari proses-proses pengambilan kebijakan pembangunan mulai dari tataran Desa hingga Kabupaten.

Dalam perjuangannya, jalan litigasi juga di tempuh oleh KTPHS dan telah di kalahkan oleh peradilan dari Pengadilan Negeri Labuhan Batu hingga Mahkamah Agung meskipun hanya bersifat deklaratif. Karena tidak bisa eksekusi, PT. SMART TBK menggugat ulang, dan dimenangkan dengan putusan serta merta dengan tidak melihat lagi pokok perkara di tahun 2014. Pengadilan Labuhan Batu memberikan 3 kali anmanning kepada KTPHS untuk segera keluar hingga 31 Januari 2015 dari lokasi reclaiming. Saat ini kampung tersebut telah dideklarasikan menjadi Kampung Baru Sidomukti oleh KTPHS. Kini masyarakat sedang berjuang di Kasasi setelah Pengadilan Tinggi menguatkan putusan Pengadilan Negeri Labuhan Batu. Putusan Pengadilan yang ditenggarai cacat hukum karena hanya dengan gugatan perdata kepada perwakilan 2 orang masyarakat, Pemerintah berupaya mengeksekusi keseluruhan tanah anggota KTPHS.

Logo “Garuda Emas” dalam selembar surat Kementrian Koordinator Pembangunan Manusia dan Kebudayaan dalam kerangka “Program Peduli” untuk skema korban pelanggaran HAM berat menjadi begitu bermakna. Dimana Negara mulai hadir dan mengakui keberadaan komunitas untuk memastikan promosi, perlindungan, pemenuhan hak-hak azasi manusia komunitas KTPHS yang telah menjadi korban sejak lebih 45 tahun tahun silam di Labura, Sumatera Utara.  Komnas HAM juga sudah memberikan rekomendasi tertulis bahwa hasil penyelidikannya menunjukkan telah terjadi indikasi pelanggaran HAM berat di Padang Halaban dan merekomendasikan para pihak terkait untuk memenuhi hak-hak korban. Namun ancaman eksekusi dari SMART masih terus berlangsung hingga kini. 

Merujuk pada UN GUIDING PRINCIPLES ON BUSINES ON  HUMAN RIGHTS 17/4 Tahun 2011 berisi tiga pilar sebagai berikut :
1.  Kewajiban negara melindungi (State duty to protect);
2.  Tanggung jawab koorporasi menghormati (corporate responsibility to respect);
3.  Akses pada remedy (pemulihan) yang efektif (effective remedy).

Maka sangat penting mendorong negara melindungi hak-hak masyarakat korban, mendorong PT. SMART TBK menghormati hak-hak korban, serta mendorong Negara dan Koorporaasi memberikan akses bagi pemulihan yang berkeadilan dan efektif bagi korban.

Bagi komunitas Perkumpulan KTPHS, pemulihan adalah diakuinya keberadaan dan dikembalikannya Kampung Baru Sidomukti di lahan 83 Ha yang saat ini sedang di duduki masyarakat korban. Mengembalikan Kampung Baru Sidomukti kepada pemangku haknya bukan hanya memulihkan hak-hak korban atas tanah dan rumahnya yang sudah di rampas paksa, tetapi juga merupakan bentuk pemulihan terhadap hak atas ekonomi, social dan budaya komunitas Perkumpulan KTPHS di Kampung Baru Sidomukti, Kec. Aek Kuo, Labuhan Batu Utara, Sumatera Utara.

Dukungan dari anda dan masyarakat luas sangat penting agar upaya ekskusi oleh PT. SMART TBK dan Pemkab. Labuhanbatu Utara bisa di hentikan, serta mendorong munculnya kebijakan yang lebih inklusif bagi korban pelanggaran HAM berat KTPHS. Mohon ditindaklanjuti, terima kasih",Direktorat Jenderal Hak Asasi Manusia,  Penyalahgunaan Wewenang
